"YEAR","Seas","Flt","Gender","Part","Ageerr","Lbin_lo","Lbin_hi","NUMTOWS","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
1996,1,10,0,0,1,32,32,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1992,1,10,0,0,1,11,11,111,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,12,12,111,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,13,13,111,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,13,13,111,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,14,14,111,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,14,14,111,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,14,14,111,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,15,15,111,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,15,15,111,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,15,15,111,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,16,16,111,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,16,16,111,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,16,16,111,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,17,17,111,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,17,17,111,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,17,17,111,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,18,18,111,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,18,18,111,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,18,18,111,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,19,19,111,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,19,19,111,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,19,19,111,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,20,20,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,20,20,111,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,20,20,111,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,21,21,111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,21,21,111,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,21,21,111,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,22,22,111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,22,22,111,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,22,22,111,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,23,23,111,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,23,23,111,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,23,23,111,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,24,24,111,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,24,24,111,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,25,25,111,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,25,25,111,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,25,25,111,0,0,0,2,30,1,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,26,26,111,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,26,26,111,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,26,26,111,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,27,27,111,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,27,27,111,0,0,0,5,9,1,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,27,27,111,0,0,0,2,14,10,1,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,28,28,111,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,28,28,111,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,28,28,111,0,0,0,0,3,12,4,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,29,29,111,0,0,0,0,10,6,2,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,29,29,111,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,29,29,111,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,30,30,111,0,0,0,0,3,13,1,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,30,30,111,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0
1995,1,10,0,0,1,30,30,111,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,31,31,111,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,31,31,111,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,32,32,111,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,32,32,111,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0
1989,1,10,0,0,1,33,33,111,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1992,1,10,0,0,1,33,33,111,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,11,11,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,12,12,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,12,12,112,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,13,13,112,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,13,13,112,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,14,14,112,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,14,14,112,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,15,15,112,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,15,15,112,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,16,16,112,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,16,16,112,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,17,17,112,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,17,17,112,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,18,18,112,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,18,18,112,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,19,19,112,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,19,19,112,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,20,20,112,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,20,20,112,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,21,21,112,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,21,21,112,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,22,22,112,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,22,22,112,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,23,23,112,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,23,23,112,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,24,24,112,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,24,24,112,0,0,0,22,10,1,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,25,25,112,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,25,25,112,0,0,0,12,31,1,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,26,26,112,0,0,1,18,4,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,26,26,112,0,0,0,4,33,8,0,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,27,27,112,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,27,27,112,0,0,0,1,20,19,1,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,28,28,112,0,0,0,3,15,2,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,28,28,112,0,0,0,0,12,25,3,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,29,29,112,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,29,29,112,0,0,0,0,2,13,12,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,30,30,112,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,30,30,112,0,0,0,0,1,6,5,3,0,0,0,0,0,0,0
1993,1,10,0,0,1,31,31,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,1,10,0,0,1,31,31,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1993,1,10,0,0,1,32,32,112,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0
1993,1,10,0,0,1,33,33,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002,1,10,0,0,1,6,6,113,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,7,7,113,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,7,7,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,8,8,113,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,9,9,113,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,10,10,113,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,11,11,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,12,12,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,12,12,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,13,13,113,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,13,13,113,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,13,13,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,13,13,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,13,13,113,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,14,14,113,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,14,14,113,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,14,14,113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,14,14,113,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,14,14,113,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,15,15,113,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,15,15,113,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,15,15,113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,15,15,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,15,15,113,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,16,16,113,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,16,16,113,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,16,16,113,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,16,16,113,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,16,16,113,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,17,17,113,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,17,17,113,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,17,17,113,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,17,17,113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,17,17,113,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,18,18,113,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,18,18,113,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,18,18,113,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,18,18,113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,18,18,113,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,19,19,113,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,19,19,113,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,19,19,113,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,19,19,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,19,19,113,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,20,20,113,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,20,20,113,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,20,20,113,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,20,20,113,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,20,20,113,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,21,21,113,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,21,21,113,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,21,21,113,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,21,21,113,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,21,21,113,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,22,22,113,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,22,22,113,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,22,22,113,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,22,22,113,0,0,6,8,1,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,22,22,113,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,23,23,113,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,23,23,113,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,23,23,113,0,0,1,13,3,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,23,23,113,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,23,23,113,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,24,24,113,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,24,24,113,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,24,24,113,0,0,1,10,8,0,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,24,24,113,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
2005,1,10,0,0,1,24,24,113,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,25,25,113,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,25,25,113,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,25,25,113,0,0,0,5,10,6,0,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,25,25,113,0,0,1,30,25,4,2,1,0,0,0,0,0,0,0
2005,1,10,0,0,1,25,25,113,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,26,26,113,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,26,26,113,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,26,26,113,0,0,0,0,4,16,2,1,0,0,0,0,0,0,0
2002,1,10,0,0,1,26,26,113,0,0,0,9,13,35,11,1,0,0,0,0,0,0,0
2005,1,10,0,0,1,26,26,113,0,0,0,0,1,6,5,3,0,1,0,0,0,0,0
1990,1,10,0,0,1,27,27,113,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,27,27,113,0,0,2,13,1,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,27,27,113,0,0,0,0,4,14,8,0,0,0,0,0,0,0,0
2002,1,10,0,0,1,27,27,113,0,0,0,0,8,33,27,12,0,0,0,0,0,0,0
2005,1,10,0,0,1,27,27,113,0,0,0,0,0,1,12,9,3,0,1,0,0,0,0
1990,1,10,0,0,1,28,28,113,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,28,28,113,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,28,28,113,0,0,0,0,2,2,11,2,0,0,0,0,0,0,0
2002,1,10,0,0,1,28,28,113,0,0,0,0,0,9,21,11,2,0,0,0,0,0,0
2005,1,10,0,0,1,28,28,113,0,0,0,0,0,0,7,9,6,0,2,0,1,0,0
1990,1,10,0,0,1,29,29,113,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,29,29,113,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,29,29,113,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0
2002,1,10,0,0,1,29,29,113,0,0,0,0,0,1,0,11,4,2,0,0,0,0,0
2005,1,10,0,0,1,29,29,113,0,0,0,0,0,0,0,1,6,2,1,0,0,0,0
1990,1,10,0,0,1,30,30,113,0,0,0,1,9,4,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,30,30,113,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
1997,1,10,0,0,1,30,30,113,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2002,1,10,0,0,1,30,30,113,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
2005,1,10,0,0,1,30,30,113,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1990,1,10,0,0,1,31,31,113,0,0,0,1,14,3,0,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,31,31,113,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,32,32,113,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,32,32,113,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,33,33,113,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
1991,1,10,0,0,1,33,33,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990,1,10,0,0,1,34,34,113,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
1990,1,10,0,0,1,35,35,113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,6,6,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,7,7,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,8,8,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,12,12,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,12,12,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,13,13,114,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,13,13,114,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,10,0,0,1,14,14,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,14,14,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,14,14,114,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,14,14,114,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,10,0,0,1,15,15,114,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,15,15,114,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,15,15,114,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,10,0,0,1,15,15,114,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,15,15,114,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,16,16,114,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,16,16,114,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,10,0,0,1,16,16,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,16,16,114,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,10,0,0,1,17,17,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,17,17,114,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,17,17,114,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,10,0,0,1,17,17,114,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,17,17,114,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,10,0,0,1,18,18,114,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,18,18,114,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,10,0,0,1,18,18,114,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,1,10,0,0,1,18,18,114,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2004,1,10,0,0,1,18,18,114,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0
1988,1,10,0,0,1,19,19,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,10,0,0,1,19,19,114,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
